_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active
775,Sunnybrook Health Sciences Centre - St. John's Rehab - A4,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-04-06,2023-04-18,N
776,The Hospital for Sick Children - 6A,555 University Ave,Hospital-Acute Care,Respiratory,Parainfluenza PIV III,None,2023-04-06,2023-04-20,N
777,West Park Healthcare Centre - 3EB,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-04-06,2023-04-13,N
778,"Chartwell Grenadier Retirement Residence - 2nd Fl (Unit B), 3rd Fl (Unit A & D) & 7th Fl (Unit C)",2100 Bloor Street W,Retirement Home,Respiratory,COVID-19,None,2023-04-05,2023-04-25,N
779,Chartwell Trilogy Long Term Care Residence - 3rd & 6th Fl,340 McCowan Rd,LTCH,Respiratory,COVID-19,None,2023-04-05,2023-04-25,N
780,Delmanor Prince Edward - 5th Fl,4180 Dundas Street W,Retirement Home,Respiratory,COVID-19,None,2023-04-05,2023-04-24,N
781,Eatonville Care Centre - Unit 5,420 The East Mall,LTCH,Respiratory,Respiratory syncytial virus,None,2023-04-05,2023-04-24,N
782,McCowan Retirement Residence - 6th Fl,2881 Eglinton Avenue E,Retirement Home,Respiratory,COVID-19,None,2023-04-05,2023-04-18,N
783,Sunnybrook Health Sciences Centre - St. John's Rehab - A2,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-04-05,2023-04-13,N
784,Fountain View Care Community - 3B,1800 O'Connor Dr,LTCH,Respiratory,COVID-19,None,2023-04-04,2023-04-17,N
785,Tony Stacey Centre for Veterans' Care - 2nd Fl South,59 Lawson Rd,LTCH,Respiratory,COVID-19,None,2023-04-04,2023-04-12,N
786,Main Street Terrace - 1st Fl,77 Main St,LTCH,Respiratory,COVID-19,None,2023-04-03,2023-04-19,N
787,Scarborough Health Network - Centenary Hospital - 8E,2867 Ellesmere Rd,Hospital-Acute Care,Other,CPE Enterobacter unspecified (NDM),CPE Other (KPC),2023-04-03,2023-05-08,N
788,The Teddington - 3rd Fl,4 Teddington Park Ave,Retirement Home,Respiratory,Coronavirus*,Influenza A (Not subtyped),2023-04-03,2023-04-11,N
789,Retirement Suites By The Lake - 2nd & 3rd Fl,2121 Kingston Rd,Retirement Home,Respiratory,Metapneumovirus,None,2023-04-02,2023-04-11,N
790,Sunnybrook Health Sciences Centre - St. John's Rehab - A (Lower Level),285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-04-02,2023-04-12,N
791,Eatonville Care Centre - Unit 3,420 The East Mall,LTCH,Respiratory,COVID-19,None,2023-03-31,2023-04-19,N
792,"Mon Sheong Scarborough Long Term Care Centre - NPH, SPH, 3N & 3S",2030 McNicoll Ave,LTCH,Respiratory,COVID-19,None,2023-03-30,2023-04-28,N
793,Village Of Humber Heights - Brule & Lambton,2245 Lawrence Ave W,LTCH,Respiratory,Influenza A (Not subtyped),Metapneumovirus,2023-03-30,2023-04-11,N
794,Weston Terrace Care Community - 2B,2005 Lawrence Ave W,LTCH,Respiratory,Metapneumovirus,None,2023-03-30,2023-04-18,N
795,Chester Village - 3W & 4W,3555 Danforth Ave,LTCH,Respiratory,COVID-19,None,2023-03-29,2023-04-21,N
796,Bendale Acres - CSU,2920 Lawrence Ave E,LTCH,Respiratory,Parainfluenza,None,2023-03-28,2023-04-11,N
797,Mon Sheong Home for the Aged - 2F,36 D'Arcy St,LTCH,Respiratory,COVID-19,None,2023-03-28,2023-04-27,N
798,Terraces Of Baycrest,55 Ameer Ave,Retirement Home,Enteric,Norovirus,None,2023-03-28,2023-04-22,N
799,West Park Healthcare Centre - 3EA,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-03-28,2023-04-04,N
800,Rockcliffe Care Community - 2nd Fl,3015 Lawrence Ave E,LTCH,Respiratory,COVID-19,None,2023-03-27,2023-04-07,N
801,Rockcliffe Care Community - Ground Fl,3015 Lawrence Ave E,LTCH,Respiratory,Metapneumovirus,None,2023-03-27,2023-04-09,N
802,Runnymede Healthcare Centre - 4 East,625 Runnymede Road,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-03-27,2023-03-30,N
803,Seven Oaks - 3rd Fl,9 Neilson Rd,LTCH,Respiratory,COVID-19,None,2023-03-27,2023-04-18,N
804,The Dunfield Retirement Residence - Dining,77 Dunfield Ave,Retirement Home,Respiratory,COVID-19,None,2023-03-27,2023-04-11,N
805,Wellesley Central Place - 2W,160 Wellesley St E,LTCH,Respiratory,COVID-19,None,2023-03-27,2023-04-04,N
806,Deerwood Creek Care Community - 3A,70 Humberline Dr,LTCH,Respiratory,Coronavirus*,None,2023-03-24,2023-04-06,N
807,Kensington Gardens North - N-1E,45 Brunswick Ave,LTCH,Enteric,Unable to identify,None,2023-03-24,2023-03-28,N
808,New Horizons Tower - 12th Fl,1140 Bloor St W,Retirement Home,Respiratory,Parainfluenza,None,2023-03-24,2023-04-05,N
809,Castleview Wychwood Towers - Unit 5W & 5C,351 Christie St,LTCH,Respiratory,COVID-19,None,2023-03-23,2023-04-04,N
810,Scarborough Health Network - General Hospital - T7,3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,Metapneumovirus,None,2023-03-23,2023-04-04,N
811,Scarborough Health Network-Scarborough General - 4C Medicine,3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,COVID-19,None,2023-03-23,2023-03-31,N
812,Chartwell Gibson Long Term Care Residence,1925 Steeles Ave E,LTCH,Respiratory,Coronavirus*,Metapneumovirus,2023-03-22,2023-04-14,N
813,Copernicus Lodge - 4S,66 Roncesvales Ave,LTCH,Respiratory,Respiratory syncytial virus,None,2023-03-22,2023-04-01,N
814,Kingsway - 5th Fl,4251 Dundas St W,Retirement Home,Respiratory,Unable to identify,None,2023-03-22,2023-04-01,N
815,"The Annex - 1st, 2nd & 4th Fl",123 Spadina Rd,Retirement Home,Enteric,Unable to identify,None,2023-03-22,2023-03-29,N
816,Extendicare Bayview - East Unit & West Unit,550 Cummer Ave,LTCH,Respiratory,Metapneumovirus,Enterovirus/Rhinovirus,2023-03-20,2023-04-05,N
817,Unity Health Toronto - St. Joseph's Health Centre - 6G,30 The Queensway,Hospital-Acute Care,Enteric,Norovirus,None,2023-03-20,2023-03-28,N
818,Valleyview Residence - 3 East,541 Finch Ave W,LTCH,Respiratory,Coronavirus*,None,2023-03-19,2023-03-24,N
819,The Claremont - 5th Fl,305 Balliol St,Retirement Home,Respiratory,COVID-19,None,2023-03-18,2023-03-29,N
820,Altamont Care Community - Wing 3,92 Island Rd,LTCH,Respiratory,Unable to identify,None,2023-03-17,2023-03-27,N
821,Fountain View Care Community - 2B,1800 O'Connor Dr,LTCH,Respiratory,COVID-19,None,2023-03-17,2023-03-29,N
822,Sinai Health System - Mount Sinai - 10N,600 University Avenue,Hospital-Acute Care,Respiratory,COVID-19,None,2023-03-17,2023-03-29,N
823,Villa Colombo Homes for the Aged,40 Playfair Ave,LTCH,Respiratory,COVID-19,None,2023-03-16,2023-04-26,N
824,Craiglee Nursing Home - 1 East,102 Craiglee Dr,LTCH,Respiratory,COVID-19,None,2023-03-15,2023-03-31,N
825,Ehatare Nursing Home - 4th Fl,40 Old Kingston Rd,LTCH,Respiratory,COVID-19,None,2023-03-15,2023-03-23,N
826,Humber Valley Terrace - 2nd Fl,95 Humber College Blvd,LTCH,Enteric,Unable to identify,None,2023-03-15,2023-03-21,N
827,Chartwell Westbury Long Term Care Residence - 2nd Fl,495 The West Mall,LTCH,Respiratory,COVID-19,None,2023-03-14,2023-03-29,N
828,Sunnybrook Health Sciences Centre - St. John's Rehab - A4,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-03-14,2023-03-24,N
829,Villa Colombo Homes for the Aged - 4 Fidani,40 Playfair Ave,LTCH,Respiratory,Rhinovirus,None,2023-03-14,2023-04-05,N
830,Atrium at Kew Beach - Michael Garron Hospital Affiliated Unit - 1st Fl,500 Kingston Rd.,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-03-13,2023-04-05,N
831,Carefree Lodge - Garden Level,306 Finch Ave E,LTCH,Respiratory,COVID-19,None,2023-03-13,2023-04-10,N
832,Chartwell White Eagle Long Term Care Residence - 2nd Fl,138 Dowling Ave,LTCH,Respiratory,Coronavirus*,Parainfluenza,2023-03-13,2023-03-25,N
833,Christie Gardens - Cedarvale Wing,600 Melita Cres,Retirement Home,Respiratory,Respiratory syncytial virus,None,2023-03-13,2023-03-25,N
834,Downsview Long Term Care Centre - Unit 1 East & 2 East,3595 Keele St,LTCH,Respiratory,Coronavirus*,Metapneumovirus,2023-03-13,2023-03-27,N
835,Fudger House - 1E,439 Sherbourne St,LTCH,Enteric,Unable to identify,None,2023-03-13,2023-03-28,N
836,New Horizons Tower - 5th Fl,1140 Bloor St W,Retirement Home,Respiratory,COVID-19,None,2023-03-13,2023-03-15,N
837,North York General Hospital - General Site - 3W,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-03-13,2023-03-21,N
838,West Park Long Term Care Centre - Weston & Mulholland,82 Buttonwood Avenue,LTCH,Respiratory,COVID-19,None,2023-03-13,2023-03-30,N
839,"Chartwell Gibson Retirement Residence - 3rd, 4th & 5th Fl",1955 Steeles Ave E,Retirement Home,Respiratory,COVID-19,None,2023-03-12,2023-03-27,N
840,Salvation Army Toronto Grace Health Centre - 2nd Fl Surge Unit,650 Church St,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-03-12,2023-03-26,N
841,Unity Health Toronto - Providence - B4,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-03-12,2023-03-18,N
842,Amica Bayview Village - 8th Fl,15 Barberry Pl,Retirement Home,Enteric,Unable to identify,None,2023-03-11,2023-03-24,N
843,Trillium Health Partners- Queensway - Main Fl,150 Sherway Drive,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-03-11,2023-03-18,N
844,Village of Humber Heights - Weston,2245 Lawrence Ave W,LTCH,Respiratory,Unable to identify,None,2023-03-11,2023-05-02,N
845,Eatonville Care Centre - 3rd Fl,420 The East Mall,LTCH,Respiratory,Respiratory syncytial virus,None,2023-03-10,2023-03-27,N
846,Eatonville Care Centre - Unit 2,420 The East Mall,LTCH,Respiratory,COVID-19,None,2023-03-10,2023-03-16,N
847,Seven Oaks - 2nd Fl,9 Neilson Rd,LTCH,Respiratory,Metapneumovirus,None,2023-03-10,2023-03-27,N
848,Unity Health Toronto - St. Joseph's - 4M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,None,2023-03-10,2023-03-20,N
849,University Health Network - Toronto General - 6ES,200 Elizabeth Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-03-10,2023-03-21,N
850,Queens Estate Retirement Residence - 5th Fl,265 Queens Dr,Retirement Home,Respiratory,COVID-19,None,2023-03-09,2023-03-27,N
851,The Kensington Gardens North - North 2W,45 Brunswick Ave,LTCH,Respiratory,Rhinovirus,None,2023-03-09,2023-03-16,N
852,Chartwell Westbury Long Term Care Residence - 7th Fl,495 The West Mall,LTCH,Respiratory,COVID-19,None,2023-03-08,2023-03-20,N
853,Fountain View Care Community - 2A,1800 O'Connor Dr,LTCH,Respiratory,COVID-19,None,2023-03-08,2023-03-15,N
854,Sunnybrook Health Sciences Centre - Bayview Campus - D2,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,None,2023-03-08,2023-03-22,N
855,Weston Terrace Care Community - 2A,2005 Lawrence Ave W,LTCH,Enteric,Norovirus,None,2023-03-08,2023-03-20,N
856,Castleview Wychwood Tower - 6th Fl,351 Christie St,LTCH,Respiratory,Enterovirus/Rhinovirus,None,2023-03-07,2023-03-17,N
857,University Health Network - Transitional Care Program - Queens Estate - 7th Fl,265 Queens Dr,Transitional Care,Respiratory,COVID-19,None,2023-03-07,2023-03-15,N
858,Ivan Franko Home (Etobicoke) - 2 South,767 Royal York Rd,LTCH,Respiratory,COVID-19,None,2023-03-06,2023-03-16,N
859,Castleview Wychwood Towers - 5th & 6th Fl,351 Christie St,LTCH,Respiratory,COVID-19,None,2023-03-03,2023-03-17,N
860,Fudger House - 1 East & 2 West,439 Sherbourne St,LTCH,Respiratory,Respiratory syncytial virus,None,2023-03-03,2023-03-24,N
861,West Park Healthcare Centre - 3EA,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Metapneumovirus,None,2023-03-03,2023-03-10,N
862,West Park Healthcare Centre - 3WF,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Enterovirus/Rhinovirus,"Influenza A (H1N1), Respiratory syncytial virus",2023-03-03,2023-03-17,N
863,North York General Hospital - 6W,4001 Leslie St,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),None,2023-03-02,2023-03-09,N
864,True Davidson Acres - 2nd & 4th Fl,200 Dawes Rd,LTCH,Respiratory,COVID-19,None,2023-03-02,2023-03-21,N
865,Chester Village - 3E,3555 Danforth Ave,LTCH,Respiratory,Coronavirus*,Respiratory syncytial virus,2023-03-01,2023-03-07,N
866,Hazelton Place Retirement Residence,111 Avenue Rd,Retirement Home,Respiratory,Coronavirus*,None,2023-03-01,2023-03-20,N
867,The Kensington Gardens North - North 1W,45 Brunswick Ave,LTCH,Respiratory,Rhinovirus,None,2023-03-01,2023-03-12,N
868,Baycrest Hospital - 3 East,3560 Bathurst St,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,None,2023-02-28,2023-03-09,N
869,True Davidson Acres - 2nd Fl,200 Dawes Rd,LTCH,Respiratory,Unable to identify,None,2023-02-28,2023-03-17,N
870,Unity Health Toronto - Providence - A3,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-02-28,2023-03-07,N
871,University Health Network - Toronto Western - 8A,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-02-27,2023-03-13,N
872,Weston Terrace Care Community - 3A & 3B,2005 Lawrence Ave W,LTCH,Enteric,Norovirus,None,2023-02-27,2023-03-08,N
873,Baycrest Hospital - North York - 7 East,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-02-26,2023-03-05,N
874,Kipling Acres - Highfield (2nd Fl - Behavioral Unit),2233 Kipling Ave,LTCH,Enteric,Unable to identify,None,2023-02-26,2023-03-07,N
875,Castleview Wychwood Tower - Unit 2W,351 Christie St,LTCH,Respiratory,Enterovirus/Rhinovirus,None,2023-02-24,2023-03-07,N
876,Mon Sheong Scarborough Long Term Care Centre - 4th Fl (SPH),2030 McNicoll Ave,LTCH,Respiratory,COVID-19,None,2023-02-24,2023-03-08,N
877,North York General Hospital - General Site - 3W (Oncology),4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-02-24,2023-03-03,N
878,The Heritage Nursing Home - 3rd Fl,1195 Queen St E,LTCH,Respiratory,COVID-19,None,2023-02-24,2023-03-13,N
879,Villa Colombo Home for the Aged - 5 Fidani,40 Playfair Ave,LTCH,Respiratory,Enterovirus,Rhinovirus,2023-02-24,2023-03-08,N
880,Deerwood Creek Care Community - Unit 2A & 2B,140 Humberline Dr,LTCH,Respiratory,Parainfluenza,None,2023-02-22,2023-03-14,N
881,Ehatare Retirement Home - 1st & 3rd Fl,40 Old Kingston Road,Retirement Home,Respiratory,COVID-19,None,2023-02-22,2023-03-28,N
882,The Dunfield Retirement Residence,77 Dunfield Ave,Retirement Home,Respiratory,COVID-19,None,2023-02-22,2023-03-16,N
883,Wellesley Central Place - 4W,160 Wellesley St E,LTCH,Respiratory,COVID-19,None,2023-02-22,2023-03-01,N
884,Centre for Addiction and Mental Health - Queen Street Site - Forensic Site - Unit A (1-2),1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,None,2023-02-20,2023-03-03,N
885,Castleview Wychwood Tower - 4th Fl & Unit 2W,351 Christie St,LTCH,Enteric,Norovirus,None,2023-02-19,2023-03-06,N
886,Seven Oaks - 1st Fl,9 Neilson Rd,LTCH,Respiratory,Parainfluenza,None,2023-02-19,2023-03-06,N
887,Weston Terrace Care Community - Unit 4A & 4B,2005 Lawrence Ave W,LTCH,Respiratory,COVID-19,None,2023-02-19,2023-03-13,N
888,L'Chaim Retirement Home - 2nd & 3rd Fl,718 Sheppard Avenue,Retirement Home,Respiratory,COVID-19,None,2023-02-17,2023-02-27,N
889,Scarborough Health Network - Birchmount - 3D,3030 Birchmount Rd,Hospital-Acute Care,Respiratory,COVID-19,None,2023-02-17,2023-02-27,N
890,Jewish Home for the Aged - North York - 6EI,3560 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-02-16,2023-03-04,N
891,The Village of Humber Heights - Emma Neighborhood,2245 Lawrence Avenue West,Retirement Home,Respiratory,COVID-19,None,2023-02-16,2023-03-03,N
892,Rockcliffe Care Community - 3rd Fl,3015 Lawrence Ave E,LTCH,Respiratory,Coronavirus*,None,2023-02-15,2023-02-27,N
893,Sage Care Retirement Home - POD ABC 3rd Fl,147 Elder St,Retirement Home,Enteric,Unable to identify,None,2023-02-15,2023-02-21,N
894,Eatonville Care Centre - 2nd Fl,420 The East Mall,LTCH,Enteric,Unable to identify,None,2023-02-14,2023-02-21,N
895,Fieldstone Commons Care Community - 2A,1000 Ellesmere Rd,LTCH,Respiratory,COVID-19,None,2023-02-14,2023-02-27,N
896,Hazelton Place Retirement Residence - 7th Fl,111 Avenue Rd,Retirement Home,Respiratory,COVID-19,None,2023-02-14,2023-02-22,N
897,Unity Health Toronto - Houses of Providence - 4W - Oak House,3276 St Clair Ave E,LTCH,Respiratory,COVID-19,None,2023-02-14,2023-02-27,N
898,Chartwell Gibson Long Term Care Residence - 4th Fl,1925 Steeles Ave E,LTCH,Respiratory,Rhinovirus,None,2023-02-13,2023-02-24,N
899,Cheltenham Care Community - 2nd Fl,5935 Bathurst St,LTCH,Respiratory,Coronavirus*,None,2023-02-13,2023-02-21,N
900,Chester Village - 2W,3555 Danforth Ave,LTCH,Respiratory,Rhinovirus,None,2023-02-13,2023-02-17,N
901,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LGSE,2075 Bayview Ave,LTCH,Respiratory,Rhinovirus,None,2023-02-12,2023-03-04,N
902,Chartwell Westbury Long Term Care Residence - 7th Fl,495 The West Mall,LTCH,Respiratory,COVID-19,None,2023-02-11,2023-03-02,N
903,Runnymede Healthcare Centre,625 Runnymede Rd,Hospital-Chronic Care,Enteric,Norovirus,None,2023-02-11,2023-02-20,N
904,Cedarvale Terrace - 6th Fl,429 Walmer Road,LTCH,Respiratory,COVID-19,None,2023-02-10,2023-03-01,N
905,Chartwell Guildwood Retirement Residence - Memory Living,65 Livingston Rd,Retirement Home,Respiratory,COVID-19,None,2023-02-10,2023-02-18,N
906,Scarborough Health Network - General Hospital - ICU,3050 Lawerence Ave E,Hospital-Acute Care,Other,CPE Unspecified (KPC),None,2023-02-10,2023-03-28,N
907,The Kensington Gardens - North 1W,25 Brunswick Ave,LTCH,Respiratory,COVID-19,None,2023-02-10,2023-03-09,N
908,Unity Health Toronto - Providence - A5,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-02-10,2023-02-16,N
909,Extendicare Guildwood,60 Guildwood Pky,LTCH,Respiratory,Respiratory syncytial virus,Coronavirus*,2023-02-09,2023-03-04,N
910,Unity Health Toronto - St. Michael's - Unit 9CG,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-02-09,2023-02-18,N
911,Yee Hong Centre - Scarborough McNicoll - 5th Fl,2311 McNicoll Ave,LTCH,Respiratory,COVID-19,None,2023-02-09,2023-02-22,N
912,Cummer Lodge - 3 North,205 Cummer Ave,LTCH,Respiratory,COVID-19,None,2023-02-08,2023-02-21,N
913,Hawthorne Place Care Centre - Rykka Care Centres Lp - 3rd Fl,2045 Finch Ave W,LTCH,Respiratory,Respiratory syncytial virus,None,2023-02-07,2023-02-14,N
914,"Kennedy Lodge - Main North, Main South & 3 South",1400 Kennedy Rd,LTCH,Respiratory,COVID-19,None,2023-02-07,2023-03-15,N
915,The Annex - 5th Fl,123 Spadina Rd,Retirement Home,Respiratory,Respiratory syncytial virus,None,2023-02-07,2023-02-13,N
916,Unity Health Toronto - St. Joseph's - 7M-PICU,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,None,2023-02-07,2023-02-16,N
917,Atrium at Kew Beach - MGH Affiliated Unit - 1st Fl,500 Kingston Rd,Hospital-Chronic Care,Respiratory,Enterovirus,None,2023-02-06,2023-02-14,N
918,Castleview Wychwood Towers - 3rd & 7th Fl,351 Christie St,LTCH,Respiratory,COVID-19,None,2023-02-06,2023-03-03,N
919,Jewish Home for the Aged - 3RF,3560 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-02-06,2023-02-28,N
920,"Fountain View Care Community - 1A, 2A & 3A",1800 O'Connor Dr,LTCH,Respiratory,Parainfluenza,Respiratory syncytial virus,2023-02-03,2023-02-28,N
921,Hawthorne Place Care Centre - 2nd & 3rd Fl,2045 Finch Ave W,LTCH,Respiratory,COVID-19,None,2023-02-03,2023-03-02,N
922,Lakeside Long Term Care Centre - 3rd Fl,150 Dunn Ave,LTCH,Respiratory,COVID-19,None,2023-02-03,2023-02-21,N
923,Unity Health Toronto - St. Joseph's - 7M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,None,2023-02-02,2023-02-08,N
924,Village of Humber Heights - Islington,2245 Lawrence Ave W,LTCH,Respiratory,Unable to identify,None,2023-02-02,2023-02-11,N
925,Deerwood Creek Care Community - 2A,70 Humberline Dr,LTCH,Respiratory,Coronavirus*,Rhinovirus,2023-02-01,2023-02-17,N
926,Delmanor Wynford - 1st Fl,187 Wynford Dr,Retirement Home,Respiratory,COVID-19,None,2023-02-01,2023-02-08,N
927,Ehatare Nursing Home - 4th Fl,40 Old Kingston Rd,LTCH,Respiratory,COVID-19,None,2023-02-01,2023-02-28,N
928,Scarborough Health Network - Centenary - 9 West,2867 Ellesmere Road,Hospital-Acute Care,Respiratory,COVID-19,None,2023-02-01,2023-02-18,N
929,Unity Health Toronto - Providence - B5,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-02-01,2023-02-21,N
930,"Bendale Acres - CSU, 2nd Fl East, 2nd Fl West & 4th Fl",2920 Lawrence Ave E,LTCH,Respiratory,COVID-19,None,2023-01-31,2023-02-24,N
931,Castleview Wychwood Towers - 3rd Fl,351 Christie St,LTCH,Enteric,Unable to identify,None,2023-01-31,2023-02-13,N
932,Centennial Park Place,25 Centennial Park Rd,Retirement Home,Enteric,Norovirus,None,2023-01-31,2023-02-13,N
933,Maynard Nursing Home - 2nd Fl,28 Halton St,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-31,2023-02-09,N
934,The Wexford - 3rd Fl,1860 Lawrence Ave E,LTCH,Respiratory,Parainfluenza,None,2023-01-31,2023-02-14,N
935,Trillium Health Partners - McCall Continuing Care - Chronic & Rehab - 4th Fl,140 Sherway Drive,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-31,2023-02-14,N
936,Altamont Care Community - Wing 1 & Wing 2,92 Island Rd,LTCH,Respiratory,Parainfluenza,"Coronavirus*, Rhinovirus",2023-01-30,2023-02-27,N
937,Amica On The Avenue - 3rd & 4th Fl,1066 Avenue Rd,Retirement Home,Respiratory,Influenza A (Not subtyped),Metapneumovirus,2023-01-30,2023-02-13,N
938,Bradgate Arms,54 Foxbar Rd,Retirement Home,Enteric,Norovirus,None,2023-01-30,2023-02-14,N
939,McCowan Retirement Residence - 6th Fl,2881 Eglinton Avenue E,Retirement Home,Respiratory,COVID-19,None,2023-01-30,2023-02-08,N
940,New Horizons Tower - 4th - 16th Fl,1140 Bloor St W,Retirement Home,Respiratory,COVID-19,None,2023-01-30,2023-02-13,N
941,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LSSW,2075 Bayview Ave,LTCH,Respiratory,Influenza A (Not subtyped),None,2023-01-30,2023-02-08,N
942,Village Of Humber Heights - Wadsworth,2245 Lawrence Ave W,LTCH,Enteric,Unable to identify,None,2023-01-30,2023-02-11,N
943,Harmony Hills Care Community - 1A (Melody Lane),1800 O'Connor Drive,LTCH,Respiratory,COVID-19,None,2023-01-29,2023-02-10,N
944,Norwood Nursing Home - 2nd Fl,122 Tyndall Ave,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-29,2023-02-18,N
945,Unity Health Toronto - St. Joseph's - 2M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-29,2023-02-03,N
946,Centre for Addiction and Mental Health - Queen Street Site - Unit 1-3,1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,None,2023-01-28,2023-02-04,N
947,Jewish Home for the Aged - 7GS,3560 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-01-28,2023-02-18,N
948,RCC - Southlake Regional Health Centre - Finch Site - 5 East,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-27,2023-02-07,N
949,Better Living at Thompson House - 2nd Fl,1 Overland Dr,LTCH,Respiratory,Metapneumovirus,None,2023-01-26,2023-02-10,N
950,Cummer Lodge - 3 North,205 Cummer Ave,LTCH,Respiratory,COVID-19,None,2023-01-26,2023-02-06,N
951,Norfinch Care Community - Unit 2A,22 Norfinch Dr,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-26,2023-02-14,N
952,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - K2W,2075 Bayview Ave,LTCH,Respiratory,COVID-19,None,2023-01-26,2023-02-07,N
953,Cheltenham Care Community - 2nd Fl,5935 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-01-25,2023-02-23,N
954,Jewish Home for the Aged - 2GS,3560 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-01-24,2023-01-31,N
955,Main Street Terrace - 2nd Fl,77 Main St,LTCH,Respiratory,Parainfluenza,None,2023-01-24,2023-02-13,N
956,Main Street Terrace - 2nd Fl,77 Main St,LTCH,Respiratory,COVID-19,None,2023-01-24,2023-02-13,N
957,Nisbet Lodge - 9th Fl,740 Pape Ave,LTCH,Respiratory,Metapneumovirus,None,2023-01-24,2023-02-02,N
958,Wesburn Manor - 2nd Fl,400 The West Mall,LTCH,Respiratory,Rhinovirus,None,2023-01-24,2023-02-09,N
959,Downsview Long Term Care Centre - Unit 1 North,3593 Keele St,LTCH,Respiratory,Unable to identify,None,2023-01-23,2023-02-09,N
960,Eatonville Care Centre - Unit 5,420 The East Mall,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-23,2023-02-26,N
961,Tony Stacey Centre For Veterans' Care,59 Lawson Rd,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-23,2023-02-09,N
962,Villa Colombo - 4 Fusco West & 4 Fusco South,40 Playfair Ave,LTCH,Respiratory,Coronavirus*,None,2023-01-23,2023-02-02,N
963,William Osler Health System - Etobicoke - 6W,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-23,2023-02-02,N
964,Chartwell Gibson Long Term Care Residence - 3rd Fl,1925 Steeles Ave,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-22,2023-02-13,N
965,Terraces of Baycrest - 4th Fl,55 Ameer Ave,Retirement Home,Respiratory,COVID-19,None,2023-01-22,2023-02-01,N
966,Unity Health Toronto - St. Joseph's - 3M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-22,2023-02-01,N
967,Baycrest Hospital - North York - 5E,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-21,2023-02-02,N
